method,transform,stage,seed,success,invariance_gap,passes_audit
aggregate_robustness,kinematic_relabel,closed_loop,29,0.4074,0.2510,0
aggregate_robustness,kinematic_relabel,closed_loop,30,0.4725,0.1941,0
aggregate_robustness,kinematic_relabel,closed_loop,31,0.4627,0.2042,0
aggregate_robustness,kinematic_relabel,closed_loop,32,0.4414,0.2379,0
aggregate_robustness,kinematic_relabel,closed_loop,33,0.4537,0.2202,0
aggregate_robustness,kinematic_relabel,closed_loop,34,0.4054,0.2555,0
aggregate_robustness,kinematic_relabel,closed_loop,35,0.4179,0.2734,0
aggregate_robustness,kinematic_relabel,closed_loop,36,0.4812,0.1827,0
aggregate_robustness,kinematic_relabel,closed_loop,37,0.4104,0.2619,0
aggregate_robustness,kinematic_relabel,closed_loop,38,0.4401,0.2283,0
aggregate_robustness,kinematic_relabel,closed_loop,39,0.4268,0.2337,0
aggregate_robustness,latency_delay,perception,0,0.7414,0.1739,0
aggregate_robustness,latency_delay,perception,1,0.7301,0.1865,0
aggregate_robustness,latency_delay,perception,2,0.7428,0.1810,0
aggregate_robustness,latency_delay,perception,3,0.6793,0.2466,0
aggregate_robustness,latency_delay,perception,4,0.7230,0.1917,0
aggregate_robustness,latency_delay,perception,5,0.7308,0.1818,0
aggregate_robustness,latency_delay,perception,6,0.7316,0.1898,0
aggregate_robustness,latency_delay,perception,7,0.6844,0.2436,0
aggregate_robustness,latency_delay,perception,8,0.7236,0.2069,0
aggregate_robustness,latency_delay,perception,9,0.6883,0.2209,0
aggregate_robustness,latency_delay,perception,10,0.7501,0.1685,0
aggregate_robustness,latency_delay,perception,11,0.7218,0.2011,0
aggregate_robustness,latency_delay,perception,12,0.7036,0.2177,0
aggregate_robustness,latency_delay,perception,13,0.6930,0.2143,0
aggregate_robustness,latency_delay,perception,14,0.7544,0.1672,0
aggregate_robustness,latency_delay,perception,15,0.7240,0.1950,0
aggregate_robustness,latency_delay,perception,16,0.7288,0.2079,0
aggregate_robustness,latency_delay,perception,17,0.7738,0.1493,0
aggregate_robustness,latency_delay,perception,18,0.7293,0.1864,0
aggregate_robustness,latency_delay,perception,19,0.7678,0.1467,0
aggregate_robustness,latency_delay,perception,20,0.7188,0.1954,0
aggregate_robustness,latency_delay,perception,21,0.7174,0.1997,0
aggregate_robustness,latency_delay,perception,22,0.7429,0.1701,0
aggregate_robustness,latency_delay,perception,23,0.7386,0.1906,0
aggregate_robustness,latency_delay,perception,24,0.6955,0.2303,0
aggregate_robustness,latency_delay,perception,25,0.7446,0.1698,0
aggregate_robustness,latency_delay,perception,26,0.7429,0.1739,0
aggregate_robustness,latency_delay,perception,27,0.7065,0.2124,0
aggregate_robustness,latency_delay,perception,28,0.7365,0.2038,0
aggregate_robustness,latency_delay,perception,29,0.7877,0.1294,0
aggregate_robustness,latency_delay,perception,30,0.7095,0.2155,0
aggregate_robustness,latency_delay,perception,31,0.7442,0.1865,0
aggregate_robustness,latency_delay,perception,32,0.7720,0.1478,0
aggregate_robustness,latency_delay,perception,33,0.7279,0.1964,0
aggregate_robustness,latency_delay,perception,34,0.7345,0.1902,0
aggregate_robustness,latency_delay,perception,35,0.7693,0.1458,0
aggregate_robustness,latency_delay,perception,36,0.7224,0.1977,0
aggregate_robustness,latency_delay,perception,37,0.7362,0.1846,0
aggregate_robustness,latency_delay,perception,38,0.7490,0.1662,0
aggregate_robustness,latency_delay,perception,39,0.7718,0.1535,0
aggregate_robustness,latency_delay,latent_memory,0,0.6665,0.1720,0
aggregate_robustness,latency_delay,latent_memory,1,0.6384,0.1893,0
aggregate_robustness,latency_delay,latent_memory,2,0.6583,0.1805,0
aggregate_robustness,latency_delay,latent_memory,3,0.6878,0.1490,0
aggregate_robustness,latency_delay,latent_memory,4,0.6723,0.1574,0
aggregate_robustness,latency_delay,latent_memory,5,0.6326,0.2046,0
aggregate_robustness,latency_delay,latent_memory,6,0.6474,0.1844,0
aggregate_robustness,latency_delay,latent_memory,7,0.6721,0.1441,0
aggregate_robustness,latency_delay,latent_memory,8,0.6133,0.2265,0
aggregate_robustness,latency_delay,latent_memory,9,0.6457,0.1850,0
aggregate_robustness,latency_delay,latent_memory,10,0.6479,0.1649,0
aggregate_robustness,latency_delay,latent_memory,11,0.6689,0.1728,0
aggregate_robustness,latency_delay,latent_memory,12,0.6851,0.1418,0
aggregate_robustness,latency_delay,latent_memory,13,0.6583,0.1886,0
aggregate_robustness,latency_delay,latent_memory,14,0.6262,0.1999,0
aggregate_robustness,latency_delay,latent_memory,15,0.6675,0.1470,0
aggregate_robustness,latency_delay,latent_memory,16,0.6046,0.2285,0
aggregate_robustness,latency_delay,latent_memory,17,0.7023,0.1285,0
aggregate_robustness,latency_delay,latent_memory,18,0.6476,0.1843,0
aggregate_robustness,latency_delay,latent_memory,19,0.6416,0.1922,0
aggregate_robustness,latency_delay,latent_memory,20,0.6583,0.1660,0
aggregate_robustness,latency_delay,latent_memory,21,0.6289,0.1924,0
aggregate_robustness,latency_delay,latent_memory,22,0.6569,0.1688,0
aggregate_robustness,latency_delay,latent_memory,23,0.6525,0.1778,0
aggregate_robustness,latency_delay,latent_memory,24,0.6378,0.1957,0
aggregate_robustness,latency_delay,latent_memory,25,0.6136,0.2116,0
aggregate_robustness,latency_delay,latent_memory,26,0.6532,0.1805,0
aggregate_robustness,latency_delay,latent_memory,27,0.6180,0.2183,0
aggregate_robustness,latency_delay,latent_memory,28,0.6395,0.1928,0
aggregate_robustness,latency_delay,latent_memory,29,0.6421,0.1915,0
aggregate_robustness,latency_delay,latent_memory,30,0.6483,0.1942,0
aggregate_robustness,latency_delay,latent_memory,31,0.6411,0.1958,0
aggregate_robustness,latency_delay,latent_memory,32,0.6619,0.1721,0
aggregate_robustness,latency_delay,latent_memory,33,0.6628,0.1659,0
aggregate_robustness,latency_delay,latent_memory,34,0.6209,0.2000,0
aggregate_robustness,latency_delay,latent_memory,35,0.6445,0.1676,0
aggregate_robustness,latency_delay,latent_memory,36,0.6198,0.2149,0
aggregate_robustness,latency_delay,latent_memory,37,0.6417,0.1841,0
aggregate_robustness,latency_delay,latent_memory,38,0.6270,0.2089,0
aggregate_robustness,latency_delay,latent_memory,39,0.6747,0.1322,0
aggregate_robustness,latency_delay,action,0,0.4718,0.2422,0
aggregate_robustness,latency_delay,action,1,0.5145,0.2162,0
aggregate_robustness,latency_delay,action,2,0.5432,0.1938,0
aggregate_robustness,latency_delay,action,3,0.4986,0.2454,0
aggregate_robustness,latency_delay,action,4,0.4990,0.2162,0
aggregate_robustness,latency_delay,action,5,0.5407,0.1749,0
aggregate_robustness,latency_delay,action,6,0.4729,0.2595,0
aggregate_robustness,latency_delay,action,7,0.5024,0.2233,0
aggregate_robustness,latency_delay,action,8,0.5115,0.2136,0
aggregate_robustness,latency_delay,action,9,0.4647,0.2679,0
aggregate_robustness,latency_delay,action,10,0.4924,0.2501,0
aggregate_robustness,latency_delay,action,11,0.5050,0.2230,0
aggregate_robustness,latency_delay,action,12,0.4655,0.2614,0
aggregate_robustness,latency_delay,action,13,0.4923,0.2322,0
aggregate_robustness,latency_delay,action,14,0.5197,0.2142,0
aggregate_robustness,latency_delay,action,15,0.5238,0.2196,0
aggregate_robustness,latency_delay,action,16,0.5034,0.2355,0
aggregate_robustness,latency_delay,action,17,0.5045,0.2235,0
aggregate_robustness,latency_delay,action,18,0.5194,0.2050,0
aggregate_robustness,latency_delay,action,19,0.5332,0.1920,0
aggregate_robustness,latency_delay,action,20,0.5214,0.2105,0
aggregate_robustness,latency_delay,action,21,0.5135,0.2185,0
aggregate_robustness,latency_delay,action,22,0.5226,0.1932,0
aggregate_robustness,latency_delay,action,23,0.5419,0.1803,0
aggregate_robustness,latency_delay,action,24,0.5244,0.2092,0
aggregate_robustness,latency_delay,action,25,0.4827,0.2555,0
aggregate_robustness,latency_delay,action,26,0.5304,0.2027,0
aggregate_robustness,latency_delay,action,27,0.4933,0.2316,0
aggregate_robustness,latency_delay,action,28,0.5104,0.2242,0
aggregate_robustness,latency_delay,action,29,0.5305,0.2004,0
aggregate_robustness,latency_delay,action,30,0.4954,0.2470,0
aggregate_robustness,latency_delay,action,31,0.4654,0.2521,0
aggregate_robustness,latency_delay,action,32,0.5329,0.1968,0
aggregate_robustness,latency_delay,action,33,0.5156,0.2159,0
aggregate_robustness,latency_delay,action,34,0.5318,0.1760,0
aggregate_robustness,latency_delay,action,35,0.5157,0.2116,0
aggregate_robustness,latency_delay,action,36,0.5088,0.2170,0
aggregate_robustness,latency_delay,action,37,0.4876,0.2387,0
aggregate_robustness,latency_delay,action,38,0.4561,0.2580,0
aggregate_robustness,latency_delay,action,39,0.5085,0.2071,0
aggregate_robustness,latency_delay,closed_loop,0,0.4782,0.1947,0
aggregate_robustness,latency_delay,closed_loop,1,0.4327,0.2349,0
aggregate_robustness,latency_delay,closed_loop,2,0.4368,0.2298,0
aggregate_robustness,latency_delay,closed_loop,3,0.4081,0.2474,0
aggregate_robustness,latency_delay,closed_loop,4,0.4358,0.2258,0
aggregate_robustness,latency_delay,closed_loop,5,0.4387,0.2312,0
aggregate_robustness,latency_delay,closed_loop,6,0.4415,0.2286,0
aggregate_robustness,latency_delay,closed_loop,7,0.4568,0.2065,0
aggregate_robustness,latency_delay,closed_loop,8,0.5062,0.1633,0
aggregate_robustness,latency_delay,closed_loop,9,0.4438,0.2198,0
aggregate_robustness,latency_delay,closed_loop,10,0.4604,0.1978,0
aggregate_robustness,latency_delay,closed_loop,11,0.4627,0.1949,0
aggregate_robustness,latency_delay,closed_loop,12,0.4266,0.2213,0
aggregate_robustness,latency_delay,closed_loop,13,0.4275,0.2356,0
aggregate_robustness,latency_delay,closed_loop,14,0.4654,0.2039,0
aggregate_robustness,latency_delay,closed_loop,15,0.4720,0.1992,0
aggregate_robustness,latency_delay,closed_loop,16,0.4338,0.2308,0
aggregate_robustness,latency_delay,closed_loop,17,0.4287,0.2426,0
aggregate_robustness,latency_delay,closed_loop,18,0.4820,0.1949,0
aggregate_robustness,latency_delay,closed_loop,19,0.4483,0.2218,0
aggregate_robustness,latency_delay,closed_loop,20,0.4487,0.2195,0
aggregate_robustness,latency_delay,closed_loop,21,0.3889,0.2874,0
aggregate_robustness,latency_delay,closed_loop,22,0.3980,0.2620,0
aggregate_robustness,latency_delay,closed_loop,23,0.4123,0.2517,0
aggregate_robustness,latency_delay,closed_loop,24,0.4593,0.2228,0
aggregate_robustness,latency_delay,closed_loop,25,0.4085,0.2829,0
aggregate_robustness,latency_delay,closed_loop,26,0.3915,0.2851,0
aggregate_robustness,latency_delay,closed_loop,27,0.4455,0.2303,0
aggregate_robustness,latency_delay,closed_loop,28,0.4379,0.2160,0
aggregate_robustness,latency_delay,closed_loop,29,0.5112,0.1503,0
aggregate_robustness,latency_delay,closed_loop,30,0.4489,0.2138,0
aggregate_robustness,latency_delay,closed_loop,31,0.4394,0.2347,0
aggregate_robustness,latency_delay,closed_loop,32,0.4058,0.2561,0
aggregate_robustness,latency_delay,closed_loop,33,0.4403,0.2192,0
aggregate_robustness,latency_delay,closed_loop,34,0.4533,0.2105,0
aggregate_robustness,latency_delay,closed_loop,35,0.4781,0.1940,0
aggregate_robustness,latency_delay,closed_loop,36,0.4119,0.2545,0
aggregate_robustness,latency_delay,closed_loop,37,0.4526,0.2185,0
aggregate_robustness,latency_delay,closed_loop,38,0.4193,0.2407,0
aggregate_robustness,latency_delay,closed_loop,39,0.4132,0.2592,0
aggregate_robustness,compliance_shift,perception,0,0.7440,0.1743,0
aggregate_robustness,compliance_shift,perception,1,0.7660,0.1625,0
aggregate_robustness,compliance_shift,perception,2,0.7634,0.1606,0
aggregate_robustness,compliance_shift,perception,3,0.8230,0.1057,1
aggregate_robustness,compliance_shift,perception,4,0.8092,0.1333,0
aggregate_robustness,compliance_shift,perception,5,0.7618,0.1679,0
aggregate_robustness,compliance_shift,perception,6,0.7938,0.1229,0
aggregate_robustness,compliance_shift,perception,7,0.7689,0.1283,0
aggregate_robustness,compliance_shift,perception,8,0.7272,0.1892,0
aggregate_robustness,compliance_shift,perception,9,0.7765,0.1536,0
aggregate_robustness,compliance_shift,perception,10,0.7101,0.2157,0
aggregate_robustness,compliance_shift,perception,11,0.7811,0.1477,0
aggregate_robustness,compliance_shift,perception,12,0.7553,0.1619,0
aggregate_robustness,compliance_shift,perception,13,0.7922,0.1230,0
aggregate_robustness,compliance_shift,perception,14,0.7662,0.1438,0
aggregate_robustness,compliance_shift,perception,15,0.7912,0.1074,1
aggregate_robustness,compliance_shift,perception,16,0.7689,0.1595,0
aggregate_robustness,compliance_shift,perception,17,0.8081,0.0943,1
aggregate_robustness,compliance_shift,perception,18,0.7813,0.1376,0
aggregate_robustness,compliance_shift,perception,19,0.7561,0.1704,0
aggregate_robustness,compliance_shift,perception,20,0.7493,0.1666,0
aggregate_robustness,compliance_shift,perception,21,0.7628,0.1571,0
aggregate_robustness,compliance_shift,perception,22,0.7911,0.1348,0
aggregate_robustness,compliance_shift,perception,23,0.7976,0.1259,0
aggregate_robustness,compliance_shift,perception,24,0.7553,0.1726,0
aggregate_robustness,compliance_shift,perception,25,0.7326,0.1911,0
aggregate_robustness,compliance_shift,perception,26,0.7613,0.1480,0
aggregate_robustness,compliance_shift,perception,27,0.7263,0.2056,0
aggregate_robustness,compliance_shift,perception,28,0.7435,0.1835,0
aggregate_robustness,compliance_shift,perception,29,0.7634,0.1628,0
aggregate_robustness,compliance_shift,perception,30,0.7697,0.1347,0
aggregate_robustness,compliance_shift,perception,31,0.7973,0.1176,1
aggregate_robustness,compliance_shift,perception,32,0.8365,0.0817,1
aggregate_robustness,compliance_shift,perception,33,0.7918,0.1282,0
aggregate_robustness,compliance_shift,perception,34,0.7091,0.2103,0
aggregate_robustness,compliance_shift,perception,35,0.7686,0.1512,0
aggregate_robustness,compliance_shift,perception,36,0.7887,0.1417,0
aggregate_robustness,compliance_shift,perception,37,0.7799,0.1361,0
aggregate_robustness,compliance_shift,perception,38,0.7162,0.2328,0
aggregate_robustness,compliance_shift,perception,39,0.7818,0.1270,0
aggregate_robustness,compliance_shift,latent_memory,0,0.6401,0.2036,0
aggregate_robustness,compliance_shift,latent_memory,1,0.6787,0.1506,0
aggregate_robustness,compliance_shift,latent_memory,2,0.6934,0.1378,0
aggregate_robustness,compliance_shift,latent_memory,3,0.6605,0.1610,0
aggregate_robustness,compliance_shift,latent_memory,4,0.6348,0.1873,0
aggregate_robustness,compliance_shift,latent_memory,5,0.6610,0.1646,0
aggregate_robustness,compliance_shift,latent_memory,6,0.7183,0.1044,1
aggregate_robustness,compliance_shift,latent_memory,7,0.6822,0.1490,0
aggregate_robustness,compliance_shift,latent_memory,8,0.6339,0.2066,0
aggregate_robustness,compliance_shift,latent_memory,9,0.6672,0.1529,0
aggregate_robustness,compliance_shift,latent_memory,10,0.6507,0.1687,0
aggregate_robustness,compliance_shift,latent_memory,11,0.6736,0.1603,0
aggregate_robustness,compliance_shift,latent_memory,12,0.6801,0.1373,0
aggregate_robustness,compliance_shift,latent_memory,13,0.6863,0.1378,0
aggregate_robustness,compliance_shift,latent_memory,14,0.6564,0.1663,0
aggregate_robustness,compliance_shift,latent_memory,15,0.7175,0.1009,1
aggregate_robustness,compliance_shift,latent_memory,16,0.6460,0.1648,0
aggregate_robustness,compliance_shift,latent_memory,17,0.6565,0.1881,0
aggregate_robustness,compliance_shift,latent_memory,18,0.6674,0.1602,0
aggregate_robustness,compliance_shift,latent_memory,19,0.6255,0.2111,0
aggregate_robustness,compliance_shift,latent_memory,20,0.7212,0.1014,1
aggregate_robustness,compliance_shift,latent_memory,21,0.6727,0.1561,0
aggregate_robustness,compliance_shift,latent_memory,22,0.6807,0.1462,0
aggregate_robustness,compliance_shift,latent_memory,23,0.6933,0.1410,0
aggregate_robustness,compliance_shift,latent_memory,24,0.6815,0.1576,0
aggregate_robustness,compliance_shift,latent_memory,25,0.6697,0.1910,0
aggregate_robustness,compliance_shift,latent_memory,26,0.6855,0.1689,0
aggregate_robustness,compliance_shift,latent_memory,27,0.6994,0.1351,0
aggregate_robustness,compliance_shift,latent_memory,28,0.6526,0.1755,0
aggregate_robustness,compliance_shift,latent_memory,29,0.6757,0.1533,0
aggregate_robustness,compliance_shift,latent_memory,30,0.6829,0.1537,0
aggregate_robustness,compliance_shift,latent_memory,31,0.6486,0.1924,0
aggregate_robustness,compliance_shift,latent_memory,32,0.6746,0.1521,0
aggregate_robustness,compliance_shift,latent_memory,33,0.6599,0.1746,0
aggregate_robustness,compliance_shift,latent_memory,34,0.6584,0.1699,0
aggregate_robustness,compliance_shift,latent_memory,35,0.6427,0.1590,0
aggregate_robustness,compliance_shift,latent_memory,36,0.6585,0.1573,0
aggregate_robustness,compliance_shift,latent_memory,37,0.6653,0.1649,0
aggregate_robustness,compliance_shift,latent_memory,38,0.6790,0.1646,0
aggregate_robustness,compliance_shift,latent_memory,39,0.6382,0.1742,0
aggregate_robustness,compliance_shift,action,0,0.4554,0.2789,0
aggregate_robustness,compliance_shift,action,1,0.5248,0.2090,0
aggregate_robustness,compliance_shift,action,2,0.4825,0.2620,0
aggregate_robustness,compliance_shift,action,3,0.5757,0.1687,0
aggregate_robustness,compliance_shift,action,4,0.5550,0.1707,0
aggregate_robustness,compliance_shift,action,5,0.5329,0.1803,0
aggregate_robustness,compliance_shift,action,6,0.5034,0.2294,0
aggregate_robustness,compliance_shift,action,7,0.5467,0.1721,0
aggregate_robustness,compliance_shift,action,8,0.5243,0.1923,0
aggregate_robustness,compliance_shift,action,9,0.4610,0.2622,0
aggregate_robustness,compliance_shift,action,10,0.5187,0.2102,0
aggregate_robustness,compliance_shift,action,11,0.4819,0.2377,0
aggregate_robustness,compliance_shift,action,12,0.5496,0.1786,0
aggregate_robustness,compliance_shift,action,13,0.4933,0.2131,0
aggregate_robustness,compliance_shift,action,14,0.4722,0.2594,0
aggregate_robustness,compliance_shift,action,15,0.5260,0.2083,0
aggregate_robustness,compliance_shift,action,16,0.5005,0.2257,0
aggregate_robustness,compliance_shift,action,17,0.5262,0.1922,0
aggregate_robustness,compliance_shift,action,18,0.4956,0.2308,0
aggregate_robustness,compliance_shift,action,19,0.5177,0.2062,0
aggregate_robustness,compliance_shift,action,20,0.5310,0.1864,0
aggregate_robustness,compliance_shift,action,21,0.5280,0.2133,0
aggregate_robustness,compliance_shift,action,22,0.4919,0.2312,0
aggregate_robustness,compliance_shift,action,23,0.5087,0.2251,0
aggregate_robustness,compliance_shift,action,24,0.4928,0.2294,0
aggregate_robustness,compliance_shift,action,25,0.5121,0.2321,0
aggregate_robustness,compliance_shift,action,26,0.5139,0.2237,0
aggregate_robustness,compliance_shift,action,27,0.5320,0.1935,0
aggregate_robustness,compliance_shift,action,28,0.5104,0.2220,0
aggregate_robustness,compliance_shift,action,29,0.5275,0.2122,0
aggregate_robustness,compliance_shift,action,30,0.5347,0.1980,0
aggregate_robustness,compliance_shift,action,31,0.5979,0.1384,0
aggregate_robustness,compliance_shift,action,32,0.5358,0.1866,0
aggregate_robustness,compliance_shift,action,33,0.4958,0.2492,0
aggregate_robustness,compliance_shift,action,34,0.5542,0.1751,0
aggregate_robustness,compliance_shift,action,35,0.5377,0.1841,0
aggregate_robustness,compliance_shift,action,36,0.5498,0.1616,0
aggregate_robustness,compliance_shift,action,37,0.5517,0.1981,0
aggregate_robustness,compliance_shift,action,38,0.5378,0.1846,0
aggregate_robustness,compliance_shift,action,39,0.5150,0.2327,0
aggregate_robustness,compliance_shift,closed_loop,0,0.4822,0.1728,0
aggregate_robustness,compliance_shift,closed_loop,1,0.4445,0.2261,0
aggregate_robustness,compliance_shift,closed_loop,2,0.4890,0.1895,0
aggregate_robustness,compliance_shift,closed_loop,3,0.4523,0.2234,0
aggregate_robustness,compliance_shift,closed_loop,4,0.4292,0.2474,0
aggregate_robustness,compliance_shift,closed_loop,5,0.4391,0.2190,0
aggregate_robustness,compliance_shift,closed_loop,6,0.4486,0.2173,0
aggregate_robustness,compliance_shift,closed_loop,7,0.4260,0.2514,0
aggregate_robustness,compliance_shift,closed_loop,8,0.4538,0.2134,0
aggregate_robustness,compliance_shift,closed_loop,9,0.4275,0.2227,0
aggregate_robustness,compliance_shift,closed_loop,10,0.4939,0.1783,0
aggregate_robustness,compliance_shift,closed_loop,11,0.4568,0.2252,0
aggregate_robustness,compliance_shift,closed_loop,12,0.4216,0.2372,0
aggregate_robustness,compliance_shift,closed_loop,13,0.4934,0.1755,0
aggregate_robustness,compliance_shift,closed_loop,14,0.4411,0.2172,0
aggregate_robustness,compliance_shift,closed_loop,15,0.4545,0.2106,0
aggregate_robustness,compliance_shift,closed_loop,16,0.4299,0.2326,0
aggregate_robustness,compliance_shift,closed_loop,17,0.4469,0.2275,0
aggregate_robustness,compliance_shift,closed_loop,18,0.4656,0.2092,0
aggregate_robustness,compliance_shift,closed_loop,19,0.4579,0.1982,0
aggregate_robustness,compliance_shift,closed_loop,20,0.4605,0.2061,0
aggregate_robustness,compliance_shift,closed_loop,21,0.4455,0.2182,0
aggregate_robustness,compliance_shift,closed_loop,22,0.4394,0.2257,0
aggregate_robustness,compliance_shift,closed_loop,23,0.4182,0.2636,0
aggregate_robustness,compliance_shift,closed_loop,24,0.4760,0.2030,0
aggregate_robustness,compliance_shift,closed_loop,25,0.4654,0.1934,0
aggregate_robustness,compliance_shift,closed_loop,26,0.4728,0.1789,0
aggregate_robustness,compliance_shift,closed_loop,27,0.4730,0.1979,0
aggregate_robustness,compliance_shift,closed_loop,28,0.5043,0.1704,0
aggregate_robustness,compliance_shift,closed_loop,29,0.4676,0.2043,0
aggregate_robustness,compliance_shift,closed_loop,30,0.4328,0.2537,0
aggregate_robustness,compliance_shift,closed_loop,31,0.4774,0.1948,0
aggregate_robustness,compliance_shift,closed_loop,32,0.4743,0.1960,0
aggregate_robustness,compliance_shift,closed_loop,33,0.4502,0.2161,0
aggregate_robustness,compliance_shift,closed_loop,34,0.4835,0.1850,0
aggregate_robustness,compliance_shift,closed_loop,35,0.4705,0.2003,0
aggregate_robustness,compliance_shift,closed_loop,36,0.4104,0.2755,0
aggregate_robustness,compliance_shift,closed_loop,37,0.4633,0.2159,0
aggregate_robustness,compliance_shift,closed_loop,38,0.4347,0.2203,0
aggregate_robustness,compliance_shift,closed_loop,39,0.4490,0.2259,0
encoder_equivariance,camera_yaw,perception,0,0.8910,0.0275,1
encoder_equivariance,camera_yaw,perception,1,0.8958,0.0310,1
encoder_equivariance,camera_yaw,perception,2,0.9203,0.0000,1
encoder_equivariance,camera_yaw,perception,3,0.8753,0.0450,1
encoder_equivariance,camera_yaw,perception,4,0.8624,0.0610,1
encoder_equivariance,camera_yaw,perception,5,0.8970,0.0242,1
encoder_equivariance,camera_yaw,perception,6,0.9175,0.0000,1
encoder_equivariance,camera_yaw,perception,7,0.8712,0.0440,1
encoder_equivariance,camera_yaw,perception,8,0.8681,0.0416,1
encoder_equivariance,camera_yaw,perception,9,0.8810,0.0267,1
encoder_equivariance,camera_yaw,perception,10,0.8856,0.0358,1
encoder_equivariance,camera_yaw,perception,11,0.9035,0.0119,1
encoder_equivariance,camera_yaw,perception,12,0.9067,0.0187,1
encoder_equivariance,camera_yaw,perception,13,0.8934,0.0156,1
encoder_equivariance,camera_yaw,perception,14,0.8686,0.0528,1
encoder_equivariance,camera_yaw,perception,15,0.8765,0.0536,1
encoder_equivariance,camera_yaw,perception,16,0.9104,0.0081,1
encoder_equivariance,camera_yaw,perception,17,0.8825,0.0592,1
encoder_equivariance,camera_yaw,perception,18,0.8802,0.0252,1
encoder_equivariance,camera_yaw,perception,19,0.9283,0.0040,1
encoder_equivariance,camera_yaw,perception,20,0.8955,0.0184,1
encoder_equivariance,camera_yaw,perception,21,0.8594,0.0528,1
encoder_equivariance,camera_yaw,perception,22,0.8848,0.0236,1
encoder_equivariance,camera_yaw,perception,23,0.8714,0.0346,1
encoder_equivariance,camera_yaw,perception,24,0.9216,0.0116,1
encoder_equivariance,camera_yaw,perception,25,0.9122,0.0000,1
encoder_equivariance,camera_yaw,perception,26,0.8885,0.0314,1
encoder_equivariance,camera_yaw,perception,27,0.9105,0.0000,1
encoder_equivariance,camera_yaw,perception,28,0.8987,0.0165,1
encoder_equivariance,camera_yaw,perception,29,0.8987,0.0309,1
encoder_equivariance,camera_yaw,perception,30,0.9294,0.0000,1
encoder_equivariance,camera_yaw,perception,31,0.8515,0.0520,1
encoder_equivariance,camera_yaw,perception,32,0.8796,0.0399,1
encoder_equivariance,camera_yaw,perception,33,0.8951,0.0381,1
encoder_equivariance,camera_yaw,perception,34,0.8782,0.0358,1
encoder_equivariance,camera_yaw,perception,35,0.9210,0.0000,1
encoder_equivariance,camera_yaw,perception,36,0.8888,0.0331,1
encoder_equivariance,camera_yaw,perception,37,0.8872,0.0176,1
encoder_equivariance,camera_yaw,perception,38,0.8810,0.0264,1
encoder_equivariance,camera_yaw,perception,39,0.8742,0.0488,1
encoder_equivariance,camera_yaw,latent_memory,0,0.8266,0.0267,1
encoder_equivariance,camera_yaw,latent_memory,1,0.8105,0.0231,1
encoder_equivariance,camera_yaw,latent_memory,2,0.8466,0.0000,1
encoder_equivariance,camera_yaw,latent_memory,3,0.8464,0.0000,1
encoder_equivariance,camera_yaw,latent_memory,4,0.7943,0.0554,1
encoder_equivariance,camera_yaw,latent_memory,5,0.8298,0.0024,1
encoder_equivariance,camera_yaw,latent_memory,6,0.8081,0.0308,1
encoder_equivariance,camera_yaw,latent_memory,7,0.7861,0.0440,1
encoder_equivariance,camera_yaw,latent_memory,8,0.7577,0.0632,1
encoder_equivariance,camera_yaw,latent_memory,9,0.7851,0.0573,1
encoder_equivariance,camera_yaw,latent_memory,10,0.7443,0.0759,1
encoder_equivariance,camera_yaw,latent_memory,11,0.8030,0.0344,1
encoder_equivariance,camera_yaw,latent_memory,12,0.7494,0.0850,1
encoder_equivariance,camera_yaw,latent_memory,13,0.8060,0.0268,1
encoder_equivariance,camera_yaw,latent_memory,14,0.8048,0.0353,1
encoder_equivariance,camera_yaw,latent_memory,15,0.8117,0.0059,1
encoder_equivariance,camera_yaw,latent_memory,16,0.7980,0.0179,1
encoder_equivariance,camera_yaw,latent_memory,17,0.8052,0.0300,1
encoder_equivariance,camera_yaw,latent_memory,18,0.8443,0.0000,1
encoder_equivariance,camera_yaw,latent_memory,19,0.8085,0.0224,1
encoder_equivariance,camera_yaw,latent_memory,20,0.8096,0.0182,1
encoder_equivariance,camera_yaw,latent_memory,21,0.7965,0.0313,1
encoder_equivariance,camera_yaw,latent_memory,22,0.8195,0.0000,1
encoder_equivariance,camera_yaw,latent_memory,23,0.7738,0.0666,1
encoder_equivariance,camera_yaw,latent_memory,24,0.8120,0.0335,1
encoder_equivariance,camera_yaw,latent_memory,25,0.8210,0.0000,1
encoder_equivariance,camera_yaw,latent_memory,26,0.8141,0.0169,1
encoder_equivariance,camera_yaw,latent_memory,27,0.7532,0.0672,1
encoder_equivariance,camera_yaw,latent_memory,28,0.8143,0.0176,1
encoder_equivariance,camera_yaw,latent_memory,29,0.8030,0.0368,1
encoder_equivariance,camera_yaw,latent_memory,30,0.7941,0.0390,1
encoder_equivariance,camera_yaw,latent_memory,31,0.8344,0.0000,1
encoder_equivariance,camera_yaw,latent_memory,32,0.7742,0.0577,1
encoder_equivariance,camera_yaw,latent_memory,33,0.7404,0.1038,1
encoder_equivariance,camera_yaw,latent_memory,34,0.8197,0.0000,1
encoder_equivariance,camera_yaw,latent_memory,35,0.8304,0.0003,1
encoder_equivariance,camera_yaw,latent_memory,36,0.8270,0.0236,1
encoder_equivariance,camera_yaw,latent_memory,37,0.8226,0.0138,1
encoder_equivariance,camera_yaw,latent_memory,38,0.8711,0.0000,1
